name,all_reviews,developer,publisher,popular_tags,game_details,genre,mature_content,minimum_requirements,original_price
earth defense force 4.1 the shadow of new despair,"Overwhelmingly Positive,(3,686),- 95% of the 3,686 user reviews for this game are positive.",SANDLOT,"D3 PUBLISHER,D3 PUBLISHER","Action,Third-Person Shooter,Co-op,Aliens,Online Co-Op,Sci-fi,Mechs,Local Co-Op,Anime,Funny,Split Screen,Multiplayer,Shooter,Robots,Destruction,Comedy,Difficult,Memes,Singleplayer,Gore","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Action,,"Minimum:,OS:,Windows 7 64bit, Windows 8.1 64bit Windows 10 64bit,Processor:,3 GHz 2 Core,Memory:,4 GB RAM,Graphics:,AMD Radeon HD 7870   / NVIDIA GeForce GTX 660　（2GB Model or higher）,DirectX:,Version 11,Network:,Broadband Internet connection,Storage:,8 GB available space,Sound Card:,DirectX 11 sound device,Additional Notes:,XInput  Controller",$19.99 
cities: skylines collection,,Colossal Order Ltd.,Paradox Interactive,,"Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor","Simulation,Strategy",,,
steam controller,"Mostly Positive,(7,942),- 73% of the 7,942 user reviews for this hardware are positive.",,,"Controller,Hardware,Steam Machine,Local Multiplayer,3D Vision,Masterpiece,VR,Epic,Dog,Beautiful,Design & Illustration,Sexual Content,e-sports,Early Access,Fantasy,Medieval",,Valve,,,$49.99 
two point hospital,"Very Positive,(5,255),- 83% of the 5,255 user reviews for this game are positive.",Two Point Studios,"SEGA,SEGA","Simulation,Management,Building,Singleplayer,Funny,Strategy,Comedy,Sandbox,Casual,Indie,Replay Value,City Builder,Cartoony,Isometric,Classic,Retro,Family Friendly,Tactical,Multiplayer,Story Rich","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Indie,Simulation",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 64-bit,Processor:,Intel Core i3 6100 or AMD FX-4350,Memory:,4 GB RAM,Graphics:,NVIDIA Geforce GT 1030, 2GB (Legacy: NVIDIA GeForce GTX 460), AMD RX550, 2GB (Legacy: AMD Radeon HD 6850), Integrated: Intel HD Graphics 630,DirectX:,Version 11,Storage:,6 GB available space,Minimum:,Requires a 64-bit processor and operating system,OS:,Mac OS 10.13,Processor:,i5 8259U 2.3 GHz,Memory:,8 GB RAM,Graphics:,GTX 775M, 2 GB , AMD Radeon 555, 2 GB, Intel Iris Plus 655,Storage:,6 GB available space,Minimum:,Requires a 64-bit processor and operating system",$34.99 
the universim,"Mostly Positive,(1,656),- 73% of the 1,656 user reviews for this game are positive.",Crytivo,"Crytivo,Crytivo","Early Access,God Game,City Builder,Simulation,Sandbox,Strategy,Early Access,Open World,Resource Management,Survival,Singleplayer,Indie,Management,Exploration,Aliens,Science,Sci-fi,RTS,Kickstarter,Casual","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,Simulation,Strategy,Early Access",,"Minimum:,OS:,Windows 7 64 bit or Higher,Processor:,2.6 Ghz  - 4 Cores Mid Range CPU or Higher,Memory:,6 GB RAM,Graphics:,GTX 780 | RX 290 or Higher,Storage:,2 GB available space,Sound Card:,Duh!,Minimum:,OS:,TBA,Minimum:,OS:,TBA",$29.99 
sniper elite 4,"Very Positive,(11,168),- 85% of the 11,168 user reviews for this game are positive.",Rebellion,"Rebellion,Rebellion","Sniper,Shooter,World War II,Stealth,Multiplayer,Action,Co-op,War,Open World,Singleplayer,Third-Person Shooter,Adventure,Third Person,FPS,Gore,Tactical,Strategy,Violent,Atmospheric,Nudity","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure",,"Minimum:,OS:,64-bit Windows 7, 64-bit Windows 8.1 or 64-bit Windows 10,Processor:,Intel CPU Core i3-2100 or AMD equivalent,Memory:,4 GB RAM,Graphics:,AMD Radeon HD 7870 (2GB) or NVIDIA GeForce GTX 660 (2GB)",$59.99 
divinity: original sin - enhanced edition,"Very Positive,(9,328),- 88% of the 9,328 user reviews for this game are positive.",Larian Studios,"Larian Studios,Larian Studios","RPG,Turn-Based,Co-op,Fantasy,Adventure,Party-Based RPG,Story Rich,Strategy,Turn-Based Combat,Open World,Character Customization,Singleplayer,Isometric,Local Co-Op,CRPG,Multiplayer,Great Soundtrack,Split Screen,Turn-Based Strategy,Indie","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Adventure,Indie,RPG,Strategy",,"Minimum:,OS:,Windows 7 SP1 64-bit or Windows 8.1 64-bit or Windows 10 64-bit,Processor:,Intel Core2 Duo E6600 or equivalent,Memory:,2048 MB RAM,Graphics:,DirectX 11 Compatible GPU,DirectX:,Version 11,Storage:,10000 MB available space,Minimum:,OS:,OS X 10.9.5,Processor:,Intel Core2 Duo E6600 or equivalent,Memory:,2048 MB RAM,Graphics:,Intel HD4000,Storage:,10000 MB available space,Additional Notes:,HFS+ case sensitive partitions not supported,Minimum:,OS:,Fedora 21, Ubuntu 14.04,Processor:,Intel Core2 Duo E6600 or equivalent,Memory:,4096 MB RAM,Graphics:,OpenGL 4.x compliant video card,Storage:,10000 MB available space",$39.99 
automation - the car company tycoon game,"Very Positive,(1,568),- 82% of the 1,568 user reviews for this game are positive.",Camshaft Software,"Camshaft Software,Camshaft Software","Early Access,Simulation,Management,Building,Early Access,Sandbox,Strategy,Racing,Realistic,Crafting,Education,Moddable,Science,Replay Value,Singleplayer,Multiplayer",Single-player,"Simulation,Strategy,Early Access",,"Minimum:,OS:,Windows 7, 8, 10 - 64 bit,Processor:,Dual Core,Memory:,3 GB RAM,Graphics:,Support Shader Model 4.0 (Intel HD3000 Integrated, Geforce 8 Series, Radeon 2000 Series),DirectX:,Version 10,Storage:,3 GB available space,Additional Notes:,Requirements for Ultra Low Settings.    Framerate may be poor in some situations.",$29.99 
call of duty®: modern warfare® 3,"1 user reviews,- Need more user reviews to generate a score","Infinity Ward,Sledgehammer Games,Aspyr (Mac)","Activision,Aspyr (Mac),Activision,Aspyr (Mac)","Action,FPS,Multiplayer,Shooter,First-Person,War,Singleplayer,Online Co-Op,Military,Co-op,Casual,Story Rich,Survival,Linear,Controller,Point & Click,Adventure,Masterpiece,Zombies,Family Friendly","Single-player,Multi-player,Co-op,Steam Achievements,Steam Cloud,Valve Anti-Cheat enabled",Action,,,1.02
scum,"Mixed,(22,177),- 64% of the 22,177 user reviews for this game are positive.","Gamepires,Croteam","Devolver Digital,Devolver Digital","Early Access,Survival,Open World,Multiplayer,Zombies,Early Access,Massively Multiplayer,Action,Crafting,Realistic,Adventure,Violent,FPS,PvP,Nudity,Singleplayer,Third Person,Gore,Indie,RPG","Single-player,Multi-player,Online Multi-Player,MMO,Online Co-op,Steam Achievements,Steam Trading Cards","Action,Adventure,Indie,Massively Multiplayer,Early Access", Mature Content Description  The developers describe the content like this:  Frequent violence and gore based on user action during gameplay. Full frontal nudity during character creation and gameplay based on user selections.  ,"Minimum:,Requires a 64-bit processor and operating system,OS:,64-bit Windows 7, Windows 8.1, Windows 10,Processor:,Intel Core i5-4430 / AMD FX-6300,Memory:,8 GB RAM,Graphics:,NVIDIA GeForce GTX 960 2GB / AMD Radeon R7 370 2GB,DirectX:,Version 11,Network:,Broadband Internet connection,Storage:,30 GB available space",$19.99 
reventure,"Very Positive,(617),- 94% of the 617 user reviews for this game are positive.",Pixelatto,"Pixelatto,Pixelatto","Adventure,Indie,Violent,Pixel Graphics,Comedy,Dark Humor,Retro,Multiple Endings,2D,Singleplayer,Exploration,Platformer,Dark Comedy,Metroidvania,Choose Your Own Adventure,Puzzle-Platformer,Great Soundtrack,Nonlinear,Mystery Dungeon,Choices Matter","Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or General Mature Content  ",,$9.98 
job simulator,"Very Positive,(823),- 83% of the 823 user reviews for this game are positive.",Owlchemy Labs,"Owlchemy Labs,Owlchemy Labs","VR,Simulation,Funny,Singleplayer,First-Person,Comedy,Physics,Robots,Memes,Sandbox,Family Friendly,Atmospheric,Casual,Sci-fi,Realistic,Illuminati,Open World,Action,Indie,Multiplayer","Single-player,Steam Achievements,Steam Trading Cards,SteamVR Collectibles",Simulation,,,$19.99 
watch_dogs® 2,"Mostly Positive,(24,747),- 78% of the 24,747 user reviews for this game are positive.",Ubisoft,"Ubisoft,Ubisoft","Illuminati,Hacking,Open World,Action,Parkour,Stealth,Multiplayer,Third Person,Shooter,Crime,Singleplayer,Third-Person Shooter,Adventure,Co-op,Sexual Content,Comedy,Mature,Atmospheric,Cute,Gore","Single-player,Co-op,In-App Purchases,Partial Controller Support","Action,Adventure",,"Minimum:,OS:,Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only),Processor:,Intel Core i5 2400s @ 2.5 GHz, AMD FX 6120 @ 3.5 GHz or better,Memory:,6 GB RAM,Graphics:,NVIDIA GeForce GTX 660 with 2 GB VRAM or AMD Radeon HD 7870, with 2 GB VRAM or better - See supported List*,Network:,Broadband Internet connection,Storage:,27 GB available space,Sound Card:,DirectX compatible using the latest drivers,Additional Notes:,Minimum specs above for 720p , 30+ FPS, Low graphic settings // Periphericals: Microsoft Xbox One Controller, DUALSHOCK® 4 Controller, Windows-compatible keyboard, mouse, optional controller / Multiplayer: 256 kbps or faster broadband connection / Note: This product supports 64-bit operating systems only. Laptop versions of these cards may work, but are not officially supported. For the most up-to-date requirement listings, please visit the FAQ on our support website at,support.ubi.com,.  High speed internet access and a valid Ubisoft account are required to activate the game after installation, to authenticate your system and continue gameplay after any re-activation, access online features, play online or unlock exclusive content. Game contains EasyAntiCheat,(https://www.easyanticheat.net/),anti-cheat technology and Denuvo,(https://www.denuvo.com/),anti-tamper technology.",$59.99 
town of salem,"Very Positive,(13,158),- 86% of the 13,158 user reviews for this game are positive.",BlankMediaGames,"BlankMediaGames,BlankMediaGames","Multiplayer,Strategy,Mystery,Indie,RPG,Casual,Werewolves,Funny,Great Soundtrack,Survival,Co-op,Board Game,Tactical,Massively Multiplayer,2D,Comedy,Family Friendly,Memes,Action,Horror","Multi-player,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases,Steam Cloud","Indie,RPG,Strategy",,,$4.99 
vega conflict,"Mixed,(2,827),- 52% of the 2,827 user reviews for this game are positive.",KIXEYE,"KIXEYE,KIXEYE","Free to Play,Space,Strategy,Massively Multiplayer,Sci-fi,Multiplayer,Open World,RTS,War,Base Building,Action,PvP,Singleplayer,Co-op,Survival,Shooter,Adventure,Sandbox,2D","Multi-player,MMO,Cross-Platform Multiplayer,Steam Achievements","Free to Play,Massively Multiplayer,Strategy",,,Free to Play
foundation,"Mostly Positive,(1,546),- 74% of the 1,546 user reviews for this game are positive.",Polymorph Games,"Polymorph Games,Polymorph Games","Early Access,City Builder,Strategy,Medieval,Simulation,Early Access,Indie,Economy,Singleplayer,Building,Resource Management,Choices Matter","Single-player,Steam Achievements,Steam Cloud","Indie,Simulation,Strategy,Early Access",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 Service Pack 1 or newer (64 bit),Processor:,3 GHz Dual Core Processor,Memory:,4 GB RAM,Graphics:,GTX 660 / R7 370 - 3 GB Video Memory,Additional Notes:,OpenGL 4.3",$29.99 
shadow of the tomb raider,"Mostly Positive,(9,220),*,- 74% of the 9,220 user reviews for this game are positive.,This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.","Eidos-Montréal,Crystal Dynamics,Nixxes software","Square Enix,Square Enix","Adventure,Lara Croft,Action,Female Protagonist,Third Person,Singleplayer,Story Rich,Puzzle,Open World,Action-Adventure,Stealth,Exploration,Survival,Violent,Atmospheric,Shooter,Gore,Great Soundtrack,Dark,Heist","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ","Minimum:,OS:,Windows 7 64 bit,Processor:,i3-3220 INTEL or AMD Equivalent,Memory:,8 GB RAM,Graphics:,Nvidia GTX 660/GTX 1050 or AMD Radeon HD 7770,DirectX:,Version 11,Storage:,40 GB available space",Shadow of the Tomb Raider Free Trial
golf with your friends,"Very Positive,(13,457),- 89% of the 13,457 user reviews for this game are positive.",Blacklight Interactive,"Team17 Digital Ltd,Team17 Digital Ltd","Early Access,Multiplayer,Mini Golf,Golf,Early Access,Sports,Casual,Funny,Family Friendly,Indie,Co-op,Singleplayer,Great Soundtrack,Simulation,Strategy,Physics,Difficult,Massively Multiplayer,Psychological Horror,Memes","Single-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Workshop,Stats,Includes level editor","Casual,Indie,Sports,Early Access",,,$5.99 
the witcher 2: assassins of kings enhanced edition,"Very Positive,(35,412),- 88% of the 35,412 user reviews for this game are positive.",CD PROJEKT RED,"CD PROJEKT RED,1C-SoftClub,CD PROJEKT RED,1C-SoftClub","RPG,Fantasy,Mature,Story Rich,Choices Matter,Singleplayer,Third Person,Adventure,Dark Fantasy,Nudity,Multiple Endings,Action,Masterpiece,Atmospheric,Open World,Based On A Novel,Difficult,Medieval,Dark,Magic","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards",RPG,,"Minimum:,OS:,Windows XP/Vista/7,Processor:,Intel 2.2 GHz Dual-Core or AMD 2.5 GHz Dual-Core,Memory:,1.5 GB (Win XP), 2GB (Win Vista/Win 7),Graphics:,GeForce 8800 (512 MB) or Radeon HD3850 (512 MB). Resolution: 1280x720.,DirectX®:,DirectX 9.29 has to be installed.,Hard Drive:,25GB,Sound:,Minimum:,OS:,OS X 10.8.5 or higher,Processor:,Intel Core 2 Duo,Memory:,4 GB RAM,Graphics:,GeForce GT 650M 512MB (on 1440x900, low), Radeon HD 5770 1GB (on 1440x900, low), Intel integrated graphics chipsets are not supported,Hard Drive:,25 GB HD space,Minimum:,OS:,Ubuntu 14.04, Linux Mint 17, Steam OS,Processor:,Intel Core 2 Duo,Memory:,4 GB RAM,Graphics:,GeForce 9800 GT 512MB (1280x720, low),Hard Drive:,25 GB HD space,We recommend the following drivers:,nVidia - nvidia binary driver 331.38, 340.32 or later (343.13 beta has problems currently),AMD - fglrx binary driver 14.4 rev 2 or later.,MESA based drivers (e.g. ""nouveau"", ""radeonsi"") are not currently supported.,Intel integrated graphics are not currently supported.",$19.99 
ark: survival evolved explorer's edition,,Studio Wildcard,Studio Wildcard,,"Single-player,Multi-player,MMO,Co-op,Downloadable Content,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Action,Adventure,Indie,Massively Multiplayer,RPG",,,
the elder scrolls iv: oblivion® game of the year edition,"Very Positive,(11,784),- 94% of the 11,784 user reviews for this game are positive.",Bethesda Game Studios,"Bethesda Softworks,Bethesda Softworks","Open World,RPG,Fantasy,Singleplayer,Moddable,First-Person,Adventure,Exploration,Great Soundtrack,Action,Magic,Character Customization,Sandbox,Story Rich,Atmospheric,Medieval,Classic,Action RPG,Masterpiece,Third Person","Single-player,Steam Cloud",RPG,,,$14.99 
company of heroes 2,"Mostly Positive,(27,873),- 74% of the 27,873 user reviews for this game are positive.","Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux),SEGA,Feral Interactive (Mac),Feral Interactive (Linux)","Strategy,World War II,RTS,Multiplayer,Tactical,Historical,War,Military,Singleplayer,Co-op,Online Co-Op,Tanks,Action,Real-Time,Base Building,Real-Time with Pause,Atmospheric,Simulation,Great Soundtrack,Masterpiece","Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats",Strategy,,"Minimum:,Memory:,2GB RAM,Processor:,2Ghz Intel Core2 Duo or equivalent,Graphics:,512MB Direct3D 10 capable video card (GeForce 8800 GT or Radeon HD 2900XT),OS:,32bit Vista,Internet:,Broadband Internet connection,Hard Drive:,30GB free Hard disc space,Minimum Requirements,OS,Ubuntu 14.04 (64bit) or SteamOS,Processor,2.6 GHz Intel Core 2 Duo or equivalent.,RAM,4GB,Hard Disk,35GB,Graphics,1GB NVIDIA 640, Intel Iris Pro 5200 or better,Internet,Broadband Internet connection,Input,Keyboard & Mouse,Additional Notes,Intel GPU's require MESA version 10.5.2 or later.,Nvidia cards require Nvidia driver 352.21 or later.,Multiplayer is compatible between Mac and Linux versions running the same game version, only.",$19.99 
planetside 2,"Very Positive,(44,454),- 81% of the 44,454 user reviews for this game are positive.",Daybreak Game Company,"Daybreak Game Company,Daybreak Game Company","Free to Play,FPS,Massively Multiplayer,Shooter,Action,Open World,Multiplayer,Team-Based,Sci-fi,Tactical,War,First-Person,PvP,Futuristic,Co-op,Online Co-Op,Strategy,Space,Adventure,RPG","Multi-player,MMO,Steam Trading Cards","Action,Free to Play,Massively Multiplayer",,"Minimum:,OS: 64-bit Windows 7 or later,CPU: Core i5-760 or better / AMD Phenom II X4 or better [Quad-core CPU],Memory: 6 GB RAM (64-bit),Hard Drive: 20 GB free,Video Card: nVidia GeForce GTX 260 or better / Radeon HD 4850 or better,DirectX®: 11.0",Free to Play
rocksmith® 2014 edition - remastered,"Very Positive,(4,582),- 89% of the 4,582 user reviews for this game are positive.",Ubisoft - San Francisco,"Ubisoft,Ubisoft","Music,Education,Simulation,Rhythm,Great Soundtrack,Local Co-Op,Casual,Singleplayer,Masterpiece","Single-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,In-App Purchases,Partial Controller Support,Steam Cloud,Steam Leaderboards","Casual,Simulation",,"Minimum:,OS:,Windows Vista, Windows 7, Windows 8,Processor:,2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+,Memory:,2 GB RAM,Graphics:,256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XT,Hard Drive:,12 GB HD space,Sound:,DirectX 9.0c-compliant,Minimum:,OS:,Mac OS X v10.7,Processor:,2.4GHz or 2.66GHz Intel Core 2 Duo processor with 3MB on-chip shared L2 cache, •	1066MHz frontside bus,Graphics:,256 MB NVidia GeForce 8600 GT or ATI Radeon HD 2600 XT,Memory:,2 GB RAM,Hard Drive:,12 GB HD space",$29.99 
